CHE_name,CNES_name,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Dederal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,control,state,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,AVG_Tuition-Grad-2019-2020,AVG_Fee-Grad-2019-2020
Central Washington University,Central Washington University,"400 East University Way, Ellensburg, Washington 98926-7501",Town: Distant,Yes,59909784.0,7913.0,35835646.00 ,6593.00 ,11111,547,704,4,Public,WA,98926,Ellensburg,Kittitas County,22634.75,7991.75,9582,22449,1955,1955,0.0,23110.5,,
Central Wyoming College,Central Wyoming College,"2660 Peck Avenue, Riverton, Wyoming 82501",Town: Remote,Yes,4294442.0,4847.0,1042540.00 ,4760.00 ,1946,0,102,2,Public,WY,82501,Riverton,Fremont County,8109.0,3300.0,0,0,0,0,0.0,13603.5,,
Centralia College,Centralia Beauty College,"217 S Tower Avenue, Centralia, Washington 98531",Town: Distant,No,330566.0,8699.0,180550.00 ,5642.00 ,31,0,4,<2,Privatefor-profit,WA,98531,Centralia,Lewis County,0.0,0.0,0,0,0,0,12232.5,30418.5,,
Centre College,Centre College,"625 W Walnut St, Danville, Kentucky 40422-1394",Town: Distant,Yes,40405873.0,28800.0,4185111.00 ,6489.00 ,1411,0,145,4,Privatenot-for-profit,KY,40422,Danville,Boyle County,0.0,0.0,0,0,0,0,41125.0,54675.0,,
Century College,Century College,"3300 Century Ave N, White Bear Lake, Minnesota 55110",Suburb: Large,No,17237126.0,3777.0,16709945.00 ,6936.00 ,8695,0,364,2,Public,MN,55110,Saint Paul,Ramsey County,0.0,0.0,0,0,0,0,5447.5,19183.5,,
Cerritos College,Cerritos College,"11110 Alondra Blvd, Norwalk, California 90650-6298",Suburb: Large,No,49249813.0,3542.0,4049622.00 ,7336.00 ,22287,0,864,2,Public,CA,90650,Norwalk,Los Angeles County,8696.0,1346.0,0,0,0,0,0.0,21230.5,,
Chabot College,Chabot College,"25555 Hesperian Blvd, Hayward, California 94545",Suburb: Large,No,17136235.0,2775.0,850489.00 ,6750.00 ,13522,0,507,2,Public,CA,94545,Hayward,Alameda County,7410.5,1140.5,0,0,0,0,0.0,21165.5,,
Chadron State College,Chadron State College,"1000 Main St, Chadron, Nebraska 69337-2690",Town: Remote,Yes,8705796.0,6359.0,5316222.00 ,5656.00 ,1923,484,133,4,Public,NE,69337,Chadron,Dawes County,7173.0,7143.0,4086,8172,1266,1266,0.0,21218.5,,
Chaffey College,Chaffey College,"5885 Haven Ave, Rancho Cucamonga, California 91737-3002",Suburb: Large,No,41349774.0,2815.0,0.00 ,_,22731,0,1110,2,Public,CA,91737,Rancho Cucamonga,San Bernardino County,7296.75,1170.75,0,0,0,0,0.0,21046.25,,
Chaminade University of Honolulu,Chaminade University of Honolulu,"3140 Waialae Avenue, Honolulu, Hawaii 96816-1578",City: Large,Yes,19396241.0,13934.0,4426202.00 ,7105.00 ,1572,595,216,4,Privatenot-for-profit,HI,96816,Honolulu,Honolulu County,0.0,0.0,0,0,0,0,24833.0,42157.0,24000.0,0.0
Champion Christian College,Champion Christian College,"600 Garland Avenue, Hot Springs, Arkansas 71913",City: Small,Yes,312735.0,4964.0,233735.00 ,4869.00 ,80,0,11,4,"primarilyassociate's,Privatenot-for-profit",AR,71913,Hot Springs National Park,Garland County,0.0,0.0,0,0,0,0,5840.0,15490.0,,
Champlain College,Champlain College,"163 S Willard St, Burlington, Vermont 05401",City: Small,Yes,42571002.0,17090.0,14808592.00 ,7324.00 ,3748,637,402,4,Privatenot-for-profit,VT,5401,Burlington,Chittenden County,0.0,0.0,0,0,0,0,40329.0,58781.5,14310.0,0.0
Chandler-Gilbert Community College,Chandler-Gilbert Community College,"2626 E Pecos Rd, Chandler, Arizona 85225-2499",City: Large,Yes,10717265.0,3292.0,4463995.00 ,3780.00 ,15585,0,596,2,Public,AZ,85225,Chandler,Maricopa County,7866.0,2082.0,0,0,0,0,0.0,20949.25,,
Chapman University,Chapman University,"One University Dr., Orange, California 92866",City: Midsize,Yes,114299294.0,20031.0,23238840.00 ,6653.00 ,7505,2345,1137,4,Privatenot-for-profit,CA,92866,Orange,Orange County,0.0,0.0,0,0,0,0,51738.0,71084.0,34957.0,244.0
Charles R Drew University of Medicine and Science,Charles R Drew University of Medicine and Science,"1731 E 120th St, Los Angeles, California 90059",Suburb: Large,No,1120924.0,9581.0,1198684.00 ,10799.00 ,198,550,396,4,Privatenot-for-profit,CA,90059,Los Angeles,Los Angeles County,0.0,0.0,0,0,0,0,13840.0,34121.25,22176.0,5200.0
Charleston Southern University,Charleston Southern University,"9200 University Blvd, Charleston, South Carolina 29406-9121",City: Midsize,Yes,47186716.0,17574.0,11867837.00 ,6817.00 ,2884,593,338,4,Privatenot-for-profit,SC,29406,Charleston,Charleston County,0.0,0.0,0,0,0,0,25130.0,40305.0,7500.0,0.0
Charter Oak State College,Charter Oak State College,All programs offered completely via Distance education,Suburb: Large,No,2787792.0,4130.0,4432266.00 ,7338.00 ,1547,64,212,4,Public,,None,,,10621.5,8127.0,9288,9720,1224,1224,0.0,18940.0,,
Chatfield College,Chatfield College,"20918 State Route 251, Saint Martin, Ohio 45118-9705",Rural: Distant,No,885636.0,3901.0,412967.00 ,3560.00 ,268,0,65,2,Privatenot-for-profit,OH,45118,Fayetteville,Brown County,0.0,0.0,0,0,0,0,11897.25,21968.0,,
Chatham University,Chatham University,"Woodland Road, Office of Institutional Research, Pittsburgh, Pennsylvania 15232",City: Large,Yes,26847134.0,25114.0,5519373.00 ,6099.00 ,1408,1029,344,4,Privatenot-for-profit,PA,15232,Pittsburgh,Allegheny County,0.0,0.0,0,0,0,0,37083.5,51538.5,17766.0,514.0
Chattahoochee Technical College,Chattahoochee Technical College,"980 S Cobb Drive Dr SE, Marietta, Georgia 30060",Suburb: Large,No,29756748.0,4250.0,0.00 ,_,10184,0,438,2,Public,GA,30060,Marietta,Cobb County,5068.0,2866.0,0,0,0,0,0.0,13102.25,,
Chattahoochee Valley Community College,Chattahoochee Valley Community College,"2602 College Drive, Phenix City, Alabama 36869",Rural: Fringe,No,4874804.0,3367.0,1063577.00 ,2679.00 ,1592,0,123,2,Public,AL,36869,Phenix City,Russell County,8354.5,4634.5,0,0,0,0,0.0,13509.5,,
Chattanooga State Community College,Chattanooga State Community College,"4501 Amnicola Hwy, Chattanooga, Tennessee 37406-1097",City: Midsize,No,26284025.0,4244.0,9153346.00 ,5183.00 ,8050,0,572,2,Public,TN,37406,Chattanooga,Hamilton County,15727.0,4063.0,0,0,0,0,0.0,16963.0,,
Chemeketa Community College,Chemeketa Community College,"4000 Lancaster Dr NE, Salem, Oregon 97305",Suburb: Midsize,No,23046671.0,4918.0,12071031.00 ,5967.00 ,9347,0,528,2,Public,OR,97305,Salem,Marion County,12015.0,4657.5,0,0,0,0,0.0,18138.0,,
Chesapeake College,Chesapeake College,"1000 College Circle, Wye Mills, Maryland 21679-0008",Rural: Distant,No,3443027.0,3330.0,0.00 ,_,2184,0,130,2,Public,MD,21679,Wye Mills,Talbot County,0.0,0.0,0,0,0,0,0.0,12063.75,,
Chestnut Hill College,Chestnut Hill College,"9601 Germantown Ave, Philadelphia, Pennsylvania 19118-2693",City: Large,Yes,20469540.0,18626.0,7844330.00 ,7940.00 ,1197,403,223,4,Privatenot-for-profit,PA,19118,Philadelphia,Philadelphia County,0.0,0.0,0,0,0,0,35675.0,52734.5,17040.0,230.0
Cheyney University of Pennsylvania,Cheyney University of Pennsylvania,"1837 University Circle, Cheyney, Pennsylvania 19319-0200",Suburb: Large,Yes,5277685.0,12477.0,2091640.00 ,6791.00 ,616,0,55,4,Public,PA,19319,Cheyney,Delaware County,15443.25,10301.75,0,0,0,0,0.0,24873.75,,
Chicago State University,Chicago State University,"9501 S. King Drive, Chicago, Illinois 60628-1598",City: Large,Yes,15761515.0,9851.0,14776655.00 ,9116.00 ,2108,931,269,4,Public,IL,60628,Chicago,Cook County,17570.25,10508.25,5850,11340,2506,2506,0.0,25123.75,,
Chief Dull Knife College,Chief Dull Knife College,"1 College Drive, Lame Deer, Montana 59043",Rural: Remote,No,194645.0,2528.0,0.00 ,_,162,0,15,2,Public,MT,59043,Lame Deer,Rosebud County,0.0,0.0,0,0,0,0,2260.0,12660.0,,
Chipola College,Chipola College,"3094 Indian Circle, Marianna, Florida 32446-2053",Town: Distant,Yes,5224878.0,4763.0,0.00 ,_,1939,0,105,4,"primarilyassociate's,Public",FL,32446,Marianna,Jackson County,8950.0,3120.0,0,0,0,0,0.0,11415.0,,
Chippewa Valley Technical College,Chippewa Valley Technical College,"620 W Clairemont Ave, Eau Claire, Wisconsin 54701-6162",City: Small,No,10048992.0,4400.0,11338926.00 ,5462.00 ,7924,0,439,2,Public,WI,54701,Eau Claire,Eau Claire County,6340.75,4334.75,0,0,0,0,0.0,17337.0,,
Chowan University,Chowan University,"One University Place, Murfreesboro, North Carolina 27855",Town: Distant,Yes,25485699.0,18495.0,9030140.00 ,7324.00 ,1259,0,53,4,Privatenot-for-profit,NC,27855,Murfreesboro,Hertford County,0.0,0.0,0,0,0,0,24717.5,36358.0,,
Christ College of Nursing and Health Sciences,The Christ College of Nursing and Health Sciences,"2139 Auburn Avenue, Cincinnati, Ohio 45219-2989",City: Large,No,4093987.0,6101.0,4319160.00 ,7473.00 ,938,0,64,4,Privatenot-for-profit,OH,45219,Cincinnati,Hamilton County,0.0,0.0,0,0,0,0,16145.75,34020.75,,
Christian Brothers University,Christian Brothers University,"650 East Parkway South, Memphis, Tennessee 38104",City: Large,Yes,42189751.0,28089.0,7098696.00 ,8796.00 ,1642,326,213,4,Privatenot-for-profit,TN,38104,Memphis,Shelby County,0.0,0.0,0,0,0,0,32347.5,45268.0,12988.0,407.0
Christopher Newport University,Christopher Newport University,"1 Avenue of the Arts, Newport News, Virginia 23606-3072",City: Midsize,Yes,17955996.0,6565.0,14327791.00 ,6379.00 ,4837,82,469,4,Public,VA,23606,Newport News,Newport News city,26485.0,14096.5,7614,16722,4392,4392,0.0,30319.0,,
Cisco College,Cisco College,"101 College Heights, Cisco, Texas 76437",Town: Remote,Yes,6656559.0,4112.0,2635844.00 ,5857.00 ,3563,0,230,2,Public,TX,76437,Cisco,Eastland County,4732.5,4732.5,0,0,0,0,0.0,14962.75,,
Citrus College,Citrus College,"1000 W Foothill Blvd, Glendora, California 91741-1899",Suburb: Large,No,26597732.0,3238.0,966204.00 ,6154.00 ,13130,0,498,2,Public,CA,91741,Glendora,Los Angeles County,7052.75,1184.75,0,0,0,0,0.0,19485.5,,
City College -Altamonte Springs ,City College-Altamonte Springs,"177 Montgomery Road, Altamonte Springs, Florida 32714",Suburb: Large,No,1003552.0,6352.0,1370500.00 ,8842.00 ,188,0,31,2,Privatenot-for-profit,FL,32714,Altamonte Springs,Seminole County,0.0,0.0,0,0,0,0,14007.0,31788.75,,
City College -Fort Lauderdale ,City College-Fort Lauderdale,"2000 W. Commercial Boulevard, Fort Lauderdale, Florida 33309",City: Midsize,No,2156982.0,7676.0,2409948.00 ,9234.00 ,245,0,48,4,"primarilyassociate's,Privatenot-for-profit",FL,33309,Fort Lauderdale,Broward County,0.0,0.0,0,0,0,0,13967.75,31766.75,,
City College -Gainesville ,City College-Gainesville,"7001 N.W. 4th Blvd., Gainesville, Florida 32607",Suburb: Midsize,No,1332019.0,7279.0,1435899.00 ,8650.00 ,165,0,26,4,"primarilyassociate's,Privatenot-for-profit",FL,32607,Gainesville,Alachua County,0.0,0.0,0,0,0,0,13967.75,31766.75,,
City College -Hollywood ,City College-Hollywood,"6565 Taft Street, Hollywood, Florida 33024-4045",Suburb: Large,No,1508027.0,6702.0,1955447.00 ,8848.00 ,207,0,34,2,Privatenot-for-profit,FL,33024,Hollywood,Broward County,0.0,0.0,0,0,0,0,13967.75,31765.5,,
City College -Miami,City College-Miami,"9300 S Dadeland Blvd., Suite 200, Miami, Florida 33156",City: Small,No,1205209.0,7089.0,1413864.00 ,8949.00 ,95,0,22,4,"primarilyassociate's,Privatenot-for-profit",FL,33156,Miami,Miami-Dade County,0.0,0.0,0,0,0,0,13967.75,31766.75,,
City College of CUNY,CUNY City College,"160 Convent Ave, New York, New York 10031",City: Large,Yes,76684476.0,8609.0,8816582.00 ,5917.00 ,13030,2786,1417,4,Public,NY,10031,New York,New York County,14557.25,7027.25,11090,20520,312,312,0.0,29541.75,,
City College of San Francisco,City College of San Francisco,"50 Frida Kahlo Drive, San Francisco, California 94112-1898",City: Large,No,24509094.0,2681.0,992142.00 ,6279.00 ,24441,0,1314,2,Public,CA,94112,San Francisco,San Francisco County,10296.0,1509.0,0,0,0,0,0.0,21244.25,,
City Colleges of Chicago- Harold Washington College,City Colleges of Chicago-Harold Washington College,"30 E Lake St, Chicago, Illinois 60601-2449",City: Large,No,17815231.0,4438.0,906363.00 ,3857.00 ,7276,0,389,2,Public,IL,60601,Chicago,Cook County,11725.0,8671.0,0,0,0,0,0.0,14456.5,,
City Colleges of Chicago- Harry S Truman College,City Colleges of Chicago-Harry S Truman College,"1145 W Wilson Ave., Chicago, Illinois 60640-6063",City: Large,No,7029878.0,3854.0,626154.00 ,4537.00 ,6365,0,258,2,Public,IL,60640,Chicago,Cook County,11725.0,8671.0,0,0,0,0,0.0,14456.5,,
City Colleges of Chicago- Kennedy-King College,City Colleges of Chicago-Kennedy-King College,"6301 S Halsted St, Chicago, Illinois 60621-2709",City: Large,No,5834614.0,4092.0,770963.00 ,4145.00 ,2410,0,150,2,Public,IL,60621,Chicago,Cook County,11725.0,8671.0,0,0,0,0,0.0,14456.5,,
City Colleges of Chicago- Malcolm X College,City Colleges of Chicago-Malcolm X College,"1900 W Jackson Blvd, Chicago, Illinois 60612-3197",City: Large,No,13875524.0,4319.0,1590896.00 ,4895.00 ,6997,0,288,2,Public,IL,60612,Chicago,Cook County,11725.0,8671.0,0,0,0,0,0.0,14456.5,,
City Colleges of Chicago- Olive-Harvey College,City Colleges of Chicago-Olive-Harvey College,"10001 S Woodlawn Ave, Chicago, Illinois 60628-1696",City: Large,No,4505593.0,4223.0,601867.00 ,4039.00 ,2177,0,127,2,Public,IL,60628,Chicago,Cook County,11725.0,8671.0,0,0,0,0,0.0,14456.5,,
City Colleges of Chicago- Richard J Daley College,City Colleges of Chicago-Richard J Daley College,"7500 S Pulaski Rd, Chicago, Illinois 60652-1299",City: Large,No,6463585.0,3934.0,112989.00 ,2825.00 ,6521,0,247,2,Public,IL,60652,Chicago,Cook County,11725.0,8671.0,0,0,0,0,0.0,14456.5,,
City Colleges of Chicago- Wilbur Wright College,City Colleges of Chicago-Wilbur Wright College,"4300 N Narragansett, Chicago, Illinois 60634-1500",City: Large,No,13764776.0,4070.0,376900.00 ,3732.00 ,8762,0,332,2,Public,IL,60634,Chicago,Cook County,11725.0,8671.0,0,0,0,0,0.0,14456.5,,
CUNY Bernard M Baruch College,CUNY Bernard M Baruch College,"One Bernard Baruch Way (55 Lexington Ave at 24th St), New York, New York 10010",City: Large,Yes,73077949.0,8184.0,8386341.00 ,5788.00 ,15482,3197,1089,4,Public,,None,,,14679.0,7149.0,11090,20520,360,360,0.0,32079.25,,
CUNY Borough of Manhattan Community College,CUNY Borough of Manhattan Community College,"199 Chambers St, New York, New York 10007",City: Large,No,112142292.0,6017.0,7821921.00 ,4775.00 ,25500,0,1515,2,Public,NY,10007,New York,New York County,8050.0,5190.0,0,0,0,0,0.0,26439.75,,
CUNY Bronx Community College,CUNY Bronx Community College,"2155 University Avenue, Bronx, New York 10453",City: Large,No,45619846.0,6052.0,3550647.00 ,5237.00 ,10040,0,670,2,Public,NY,10453,Bronx,Bronx County,8086.0,5206.0,0,0,0,0,0.0,26455.75,,
CUNY Brooklyn College,CUNY Brooklyn College,"2900 Bedford Ave, Brooklyn, New York 11210",City: Large,No,78497343.0,8089.0,10172645.00 ,5843.00 ,14970,2841,1322,4,Public,NY,11210,Brooklyn,Kings County,14669.5,7139.5,11090,20520,432,432,0.0,28389.25,,
CUNY College of Staten Island,College of Staten Island CUNY,"2800 Victory Blvd, Staten Island, New York 10314",City: Large,Yes,58025559.0,7545.0,9928280.00 ,5367.00 ,11700,1082,1036,4,Public,NY,10314,Staten Island,Richmond County,14720.0,7190.0,11090,20520,560,560,0.0,31991.0,,
CUNY Hunter College,CUNY Hunter College,"695 Park Ave, New York, New York 10065",City: Large,Yes,93545562.0,8241.0,9585682.00 ,5817.00 ,17121,6072,2029,4,Public,NY,10065,New York,New York County,14612.0,7082.0,11090,20520,308,308,0.0,22558.25,,
CUNY John Jay College of Criminal Justice,CUNY John Jay College of Criminal Justice,"524 W 59th St, New York, New York 10019",City: Large,Yes,76817640.0,8267.0,8669561.00 ,5854.00 ,13746,2134,1175,4,Public,NY,10019,New York,New York County,14685.0,7155.0,11090,20520,442,442,0.0,34613.0,,
CUNY Kingsborough Community College,CUNY Kingsborough Community College,"2001 Oriental Blvd, Brooklyn, New York 11235",City: Large,No,43894637.0,5961.0,3372844.00 ,4888.00 ,15443,0,803,2,Public,NY,11235,Brooklyn,Kings County,8133.0,5253.0,0,0,0,0,0.0,28035.75,,
CUNY La Guardia Community College,CUNY LaGuardia Community College,"31-10 Thomson Ave, Long Island City, New York 11101",City: Large,No,51475611.0,5422.0,3084410.00 ,4569.00 ,18555,0,984,2,Public,NY,11101,Long Island City,Queens County,8098.0,5218.0,0,0,0,0,0.0,28038.75,,
CUNY Medgar Evers College,CUNY Medgar Evers College,"1650 Bedford Ave, Brooklyn, New York 11225",City: Large,No,34257302.0,7599.0,6378990.00 ,5316.00 ,5798,0,459,4,"primarilyassociate's,Public",NY,11225,Brooklyn,Kings County,14583.0,7053.0,0,0,0,0,0.0,28302.75,,
CUNY Queens College,CUNY Queens College,"65-30 Kissena Blvd, Queens, New York 11367",City: Large,Yes,75788493.0,7886.0,9866786.00 ,6027.00 ,16866,3057,1526,4,Public,NY,11367,Flushing,Queens County,14768.0,7238.0,11090,20520,522,522,0.0,28585.25,,
City Vision University,City Vision University,All programs offered completely via Distance education,City: Large,No,314599.0,4916.0,0.00 ,_,70,13,20,4,Privatenot-for-profit,,None,,,0.0,0.0,0,0,0,0,6050.0,12035.75,6400.0,0.0
Clackamas Community College,Clackamas Community College,"19600 Molalla Ave, Oregon City, Oregon 97045-8980",Suburb: Large,No,10706351.0,4704.0,12668272.00 ,5321.00 ,6270,0,427,2,Public,OR,97045,Oregon City,Clackamas County,12378.5,4762.25,0,0,0,0,0.0,18352.25,,
Claflin University,Claflin University,"400 Magnolia Street, Orangeburg, South Carolina 29115-4498",Town: Distant,Yes,25805732.0,13126.0,13427950.00 ,7582.00 ,1986,84,191,4,Privatenot-for-profit,SC,29115,Orangeburg,Orangeburg County,0.0,0.0,0,0,0,0,16671.0,32938.0,11653.0,382.0
Claremont McKenna College,Claremont McKenna College,"500 E 9th St, Claremont, California 91711-6400",Suburb: Large,Yes,27100284.0,44066.0,1408971.00 ,4776.00 ,1343,3,180,4,Privatenot-for-profit,CA,91711,Claremont,Los Angeles County,0.0,0.0,0,0,0,0,53662.5,72853.75,62416.0,200.0
Clarendon College,Clarendon College,"1122 College Drive, Clarendon, Texas 79226",Rural: Remote,Yes,3634912.0,3353.0,2073552.00 ,4961.00 ,1689,0,63,2,Public,TX,79226,Clarendon,Donley County,4740.0,3810.0,0,0,0,0,0.0,13133.5,,
Clarion University of Pennsylvania,Clarion University of Pennsylvania,"840 Wood Street, Clarion, Pennsylvania 16214",Town: Remote,Yes,18143289.0,6404.0,17146639.00 ,6540.00 ,3773,927,289,4,Public,PA,16214,Clarion,Clarion County,15722.0,10946.25,9288,10026,2891,2891,0.0,27493.75,,
Clark Atlanta University,Clark Atlanta University,"223 James P Brawley Drive, SW, Atlanta, Georgia 30314-4391",City: Large,Yes,31118355.0,11308.0,19755465.00 ,6981.00 ,3318,602,322,4,Privatenot-for-profit,GA,30314,Atlanta,Fulton County,0.0,0.0,0,0,0,0,22404.5,38122.75,16290.0,1506.0
Clark College,Clark College,"1933 Fort Vancouver Way, Vancouver, Washington 98663-3598",City: Midsize,No,20628214.0,5988.0,4802109.00 ,4846.00 ,9233,0,630,4,"primarilyassociate's,Public",WA,98663,Vancouver,Clark County,9195.75,3819.25,0,0,0,0,0.0,18573.25,,
Clark State Community College,Clark State Community College,"570 E Leffel Ln, Springfield, Ohio 45501-0570",City: Small,No,12502778.0,4672.0,8390748.00 ,4325.00 ,5669,0,349,4,"primarilyassociate's,Public",OH,45501,Springfield,Clark County,6629.0,3591.0,0,0,0,0,0.0,15386.0,,
Clark University,Clark University,"950 Main St, Worcester, Massachusetts 01610-1477",City: Midsize,Yes,50438539.0,25308.0,7834422.00 ,6427.00 ,2349,1149,400,4,Privatenot-for-profit,MA,1610,Worcester,Worcester County,0.0,0.0,0,0,0,0,45120.0,55860.0,46848.0,40.0
Clarke University,Clarke University,"1550 Clarke Dr, Dubuque, Iowa 52001-3198",City: Small,Yes,4953981.0,11108.0,1222155.00 ,3367.00 ,685,219,141,4,Privatenot-for-profit,IA,52001,Dubuque,Dubuque County,0.0,0.0,0,0,0,0,32717.5,46790.0,10400.0,164.0
Clarks Summit University,Clarks Summit University,"538 Venard Rd, South Abington Township, Pennsylvania 18411-1250",Suburb: Large,Yes,5026996.0,11048.0,1559348.00 ,5997.00 ,536,235,73,4,Privatenot-for-profit,PA,18411,Clarks Summit,Lackawanna County,0.0,0.0,0,0,0,0,24093.0,33025.5,8160.0,0.0
Clarkson College,Clarkson College,"101 S 42nd St, Omaha, Nebraska 68131-2739",City: Large,Yes,2289977.0,5739.0,4232904.00 ,9731.00 ,595,513,80,4,Privatenot-for-profit,NE,68131,Omaha,Douglas County,0.0,0.0,0,0,0,0,14875.5,27703.5,11178.0,480.0
