Name,Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng
Ohio State U. at Marion,Public,OH,TBD,1252.0,4400,40.58037059999999,-83.09150869999999
Ohio State U. at Newark,Public,OH,TBD,2882.0,648,40.0684334,-82.4451361
Ohio U.,Public,OH,Hybrid,28480.0,522,39.324358,-82.10138889999999
Ohio U. at Chillicothe,Public,OH,Hybrid,1586.0,502,39.3293567,-83.00197659999999
Ohio U. at Zanesville,Public,OH,Hybrid,1103.0,207,39.9607141,-82.0304975
Ohio U. Eastern Campus,Public,OH,Hybrid,512.0,860,40.0735781,-80.9753648
Ohio U. Lancaster Campus,Public,OH,Hybrid,1568.0,810,39.738496,-82.5863511
Ohio U. Southern Campus,Public,OH,Hybrid,1235.0,356,38.5251442,-82.66627249999999
Ohio Valley U.,Private,WV,TBD,509.0,275,39.3124569,-81.5377271
Ohio Wesleyan U.,Private,OH,Primarily in person,1561.0,606,40.2965635,-83.0669667
Ohlone College,Public,CA,TBD,8835.0,701,37.529661,-121.9168583
Ohr Hameir Theological Seminary,Private,NY,Other,94.0,3716,41.269574,-73.8896389
Oikos University,Private,CA,Other,86.0,701,37.7422161,-122.199759
Oklahoma Baptist U.,Private,OK,Fully in person,2011.0,546,35.360563,-96.9326998
Oklahoma Christian U.,Private,OK,Primarily in person,2228.0,1197,35.6129156,-97.46925259999999
Oklahoma City Community College,Public,OK,Other,12039.0,1197,35.3877095,-97.5701226
Oklahoma City U.,Private,OK,Primarily in person,2773.0,1197,35.495481,-97.54101109999999
Oklahoma Panhandle State U.,Public,OK,Primarily online,1262.0,4900,36.593193,-101.639955
Oklahoma State U. at Oklahoma City,Public,OK,Primarily online,5701.0,1197,35.4719012,-97.58179439999999
Oklahoma State U. at Stillwater,Public,OK,Primarily in person,24690.0,813,36.1270236,-97.07372219999999
Oklahoma State U. Institute of Technology at Okmulgee,Public,OK,TBD,2401.0,1018,35.6279592,-95.9390561
Oklahoma Wesleyan U.,Private,OK,Fully in person,1096.0,1098,36.7176443,-95.9562753
Old Dominion U.,Public,VA,Primarily in person,24176.0,1307,36.8858594,-76.3057051
Olivet College,Private,MI,Primarily in person,1098.0,408,42.4433728,-84.92488019999999
Olivet Nazarene U.,Private,IL,Primarily in person,4655.0,1516,41.1549071,-87.8723694
Olney Central College,Public,IL,TBD,1112.0,76,38.735466,-88.0966262
Olympic College,Public,WA,Primarily online,6620.0,246,47.575258,-122.6352126
Onondaga Community College,Public,NY,Hybrid,9834.0,751,43.0039294,-76.19765210000001
Oral Roberts U.,Private,OK,Hybrid,4053.0,1408,36.0507991,-95.9536715
Orange Coast College,Public,CA,Primarily online,21122.0,1182,33.6700272,-117.9094073
Orange County Community College,Public,NY,TBD,6617.0,2933,41.4386164,-74.42610429999999
Orangeburg-Calhoun Technical College,Public,SC,Primarily online,2387.0,2474,33.5451893,-80.82971979999999
Oregon Coast Community College,Public,OR,TBD,409.0,817,44.6029039,-124.0467834
Oregon College of Art and Craft,Private,OR,TBD,137.0,486,45.5112094,-122.761857
Oregon Institute of Technology,Public,OR,TBD,5335.0,293,42.2573474,-121.7849109
Oregon State U.,Public,OR,Primarily online,30986.0,173,44.5637806,-123.2794443
Oregon State U. at Cascades,Public,OR,Primarily online,1259.0,297,44.04296799999999,-121.333477
"Orleans Technical Institute, Center City Campus",Private,PA,Fully in person,284.0,1644,40.0903683,-75.01143239999999
Otero Junior College,Public,CO,Primarily in person,1262.0,306,37.9712022,-103.5437799
Otis College of Art and Design,Private,CA,Primarily in person,1144.0,1903,33.9566849,-118.4171575
Ottawa U. (Kan.),Private,KS,Fully in person,754.0,587,38.6029423,-95.2637339
Ottawa University-Surprise,Private,AZ,TBD,655.0,2828,33.6287981,-112.3679139
Otterbein U.,Private,OH,Hybrid,2886.0,1341,40.1255427,-82.93651919999999
Ouachita Baptist U.,Private,AR,Primarily online,1660.0,688,34.1305096,-93.05225809999999
Our Lady of the Lake U.,Private,TX,Primarily in person,3149.0,2136,29.4263921,-98.5433881
Owens Community College,Public,OH,Hybrid,9460.0,700,41.5876233,-83.54046819999999
Owensboro Community and Technical College,Public,KY,Primarily online,3940.0,712,37.7177816,-87.0826919
Oxford College of Emory U.,Private,GA,Primarily in person,993.0,1499,33.6208822,-83.8675432
Oxnard College,Public,CA,TBD,7418.0,866,34.164784,-119.1574173
Ozark Christian College,Private,MO,Primarily in person,608.0,1386,37.1039709,-94.5103639
Ozarka College,Public,AR,Hybrid,1123.0,325,36.0545232,-91.89664479999999
Ozarks Technical Community College,Public,MO,Primarily in person,12221.0,423,37.2165337,-93.2791116
Pace U.,Private,NY,Primarily online,13326.0,1872,40.7110772,-74.004811
Pacific Bible College,Private,OR,Primarily in person,45.0,180,42.325017,-122.873963
Pacific Lutheran U.,Private,WA,Primarily in person,3207.0,596,47.14519310000001,-122.4436669
Pacific Northwest College of Art,Private,OR,Hybrid,574.0,557,45.5272148,-122.6779081
Pacific Oaks College,Private,CA,TBD,1111.0,1903,37.30285,-121.950621
Pacific Rim Christian U.,Private,HI,TBD,152.0,191,21.3279718,-157.8884383
Pacific States U.,Private,CA,Other,62.0,1903,34.0615325,-118.2985083
Pacific U.,Private,OR,Primarily in person,3938.0,486,45.5209375,-123.1095126
Pacific Union College,Private,CA,Primarily in person,1062.0,632,38.5698777,-122.4394834
Paine College,Private,GA,TBD,469.0,1846,33.4695551,-81.9932536
Palm Beach Atlantic U.,Private,FL,Primarily in person,3705.0,2367,26.7047472,-80.0504326
Palm Beach State College,Public,FL,Primarily online,31816.0,2367,26.8408943,-80.0792512
Palmer College of Chiropractic,Private,IA,TBD,2179.0,915,41.529679,-90.57464399999999
Palo Alto College,Public,TX,Primarily online,9852.0,2136,29.3240449,-98.54301439999999
Palo Verde College,Public,CA,Hybrid,4118.0,1594,33.6619253,-114.652572
Palomar College,Public,CA,Primarily online,23917.0,905,33.1504224,-117.1826734
Pamlico Community College,Public,NC,Primarily online,527.0,455,35.068336,-76.8338115
Panola College,Public,TX,Primarily in person,2766.0,1148,32.1560799,-94.3564504
Paradise Valley Community College,Public,AZ,Primarily online,8115.0,2828,33.6530638,-112.0107235
Paris Junior College,Public,TX,Primarily in person,4959.0,1252,33.6515186,-95.5299489
Park U.,Private,MO,Primarily online,11415.0,316,39.191576,-94.6755573
Parker U.,Private,TX,TBD,1435.0,1932,32.880139,-96.8928024
Parkland College,Public,IL,Primarily online,7074.0,737,40.13193280000001,-88.29026979999999
Pasadena City College,Public,CA,Primarily online,26862.0,1903,34.1439951,-118.1181987
Pasco-Hernando Community College,Public,FL,Hybrid,11525.0,1269,28.275714,-82.646333
Passaic County Community College,Public,NJ,TBD,6480.0,3471,40.9184697,-74.1688204
Patrick Henry Community College,Public,VA,TBD,2266.0,991,36.7382627,-79.869822
Paul D. Camp Community College,Public,VA,Primarily online,1288.0,1535,36.6745007,-76.93758369999999
Paul Quinn College,Private,TX,Fully online,550.0,1932,32.6804373,-96.75584889999999
Paul Smith's College,Private,NY,Primarily in person,745.0,99,44.4374506,-74.2530505
Pearl River Community College,Public,MS,Primarily online,4836.0,874,30.844331,-89.543052
Peirce College,Private,PA,Fully online,1357.0,1644,39.9454456,-75.16628039999999
Pellissippi State Community College,Public,TN,Primarily online,10894.0,861,35.947631,-84.16675479999999
Peninsula College,Public,WA,TBD,2052.0,126,48.1009299,-123.4121483
Pennsylvania Academy of the Fine Arts,Private,PA,Hybrid,273.0,1644,39.95559859999999,-75.1631457
Pennsylvania College of Art & Design,Private,PA,Primarily online,251.0,1050,40.0412591,-76.3085333
Pennsylvania College of Health Sciences,Private,PA,TBD,1800.0,1050,40.060351,-76.246976
Pennsylvania College of Technology,Public,PA,TBD,5322.0,293,41.234716,-77.021041
Pennsylvania Highlands Community College,Public,PA,Primarily online,2658.0,198,40.2640611,-78.8369429
Pennsylvania Institute of Technology,Private,PA,TBD,404.0,1562,39.9082812,-75.38889979999999
Pennsylvania State U. at Abington,Public,PA,Hybrid,3746.0,1198,40.1152664,-75.1106259
Pennsylvania State U. at Altoona,Public,PA,Hybrid,3244.0,181,40.5410764,-78.4105926
Pennsylvania State U. at DuBois,Public,PA,Hybrid,564.0,170,41.1272143,-78.7511698
"Pennsylvania State U. at Erie, The Behrend College",Public,PA,Hybrid,4312.0,350,42.119308,-79.98371399999999
Pennsylvania State U. at Hazleton,Public,PA,Hybrid,676.0,1046,40.9827191,-76.0287123
Pennsylvania State U. at Mont Alto,Public,PA,Hybrid,830.0,833,39.8407505,-77.543306
Pennsylvania State U. at University Park,Public,PA,Hybrid,46810.0,221,40.7982133,-77.8599084
Pennsylvania State U. at York,Public,PA,Hybrid,948.0,524,39.95107710000001,-76.7043393
Pennsylvania State U.-Beaver,Public,PA,Hybrid,622.0,738,40.6781967,-80.29638330000002
Pennsylvania State U.-Berks,Public,PA,Hybrid,2578.0,1246,40.359947,-75.97614899999999
Pennsylvania State U.-Brandywine,Public,PA,Hybrid,1351.0,1562,39.9263837,-75.4470628
Pennsylvania State U.-Fayette,Public,PA,Hybrid,640.0,308,39.9459689,-79.6604265
Pennsylvania State U.-Greater Allegheny,Public,PA,Hybrid,462.0,673,40.3448411,-79.82746379999999
Pennsylvania State U.-Harrisburg,Public,PA,Hybrid,4933.0,968,40.2044111,-76.7454401
Pennsylvania State U.-Lehigh Valley,Public,PA,Hybrid,912.0,1337,40.5591506,-75.4025594
Pennsylvania State U.-New Kensington,Public,PA,Hybrid,585.0,405,40.5512529,-79.69738439999999
Pennsylvania State U.-Schuylkill,Public,PA,Hybrid,609.0,621,40.6406264,-76.16764839999999
Pennsylvania State U.-Shenango,Public,PA,Hybrid,419.0,309,41.2352108,-80.5092001
Pennsylvania State U.-Wilkes-Barre,Public,PA,Hybrid,438.0,1046,41.30556610000001,-76.0152433
Pennsylvania State U.-World Campus,Public,PA,Fully online,14458.0,221,40.8326932,-77.84158219999999
Pennsylvania State U.-Worthington-Scranton,Public,PA,Hybrid,992.0,899,41.439794,-75.6215162
Pensacola State College,Public,FL,Primarily online,9773.0,2570,30.4809318,-87.2013052
Pepperdine U.,Private,CA,Fully online,7961.0,1903,34.0414045,-118.7095814
Perry Technical Institute,Private,WA,TBD,903.0,4018,46.57179499999999,-120.537226
Peru State College,Public,NE,TBD,2114.0,286,40.4747647,-95.7321485
Pfeiffer U.,Private,NC,TBD,1365.0,1468,35.4842942,-80.2833972
Philander Smith College,Private,AR,TBD,1000.0,1230,34.7371492,-92.28296929999999
Phillips Community College of the U. of Arkansas,Public,AR,Hybrid,1520.0,1482,34.545536,-90.61691599999999
Phillips School of Nursing at Mount Sinai Beth Israel,Private,NY,Fully online,199.0,1872,40.745,-73.990918
Phoenix College,Public,AZ,Primarily online,10959.0,2828,33.4831698,-112.089275
Piedmont College,Private,GA,Primarily in person,2449.0,2341,34.5665363,-83.5419975
Piedmont Community College,Public,NC,Primarily in person,1287.0,491,36.431842,-78.980434
Piedmont International U.,Private,NC,Hybrid,896.0,1325,36.0879899,-80.2499663
Piedmont Technical College,Public,SC,Hybrid,4491.0,1786,34.2075133,-82.12054599999999
Piedmont Virginia Community College,Public,VA,Primarily online,5445.0,713,38.0063054,-78.484332
Pierce College District,Public,WA,TBD,4453.0,596,47.1570253,-122.2732815
Pierce College-Fort Steilacoom,Public,WA,TBD,6067.0,596,47.171431,-122.5714768
Pierpont Community and Technical College,Public,WV,TBD,1828.0,312,39.4826278,-80.16215319999999
Pikes Peak Community College,Public,CO,Primarily online,13204.0,666,38.7646231,-104.7862044
Pillar College,Private,NJ,TBD,584.0,2461,40.7382754,-74.1689062
Pima Community College,Public,AZ,Primarily online,19594.0,1633,32.2275798,-111.0165142
Pine Manor College,Private,MA,TBD,423.0,1481,42.31990039999999,-71.1554372
Pine Technical College,Public,MN,Primarily online,2020.0,433,45.8187222,-92.96892919999999
Pitt Community College,Public,NC,TBD,8185.0,996,35.5484627,-77.4064334
Pittsburg State U.,Public,KS,Hybrid,6625.0,972,37.3902857,-94.6915709
Pittsburgh Institute of Aeronautics,Private,PA,TBD,499.0,673,40.35086,-79.926633
Pittsburgh Institute of Mortuary Science,Private,PA,Primarily in person,217.0,673,40.4592463,-79.93042779999999
Pittsburgh Technical Institute,Private,PA,Primarily online,1651.0,673,40.4245937,-80.188204
Pitzer College,Private,CA,Fully online,1072.0,1903,34.1036159,-117.7038664
Plymouth State U.,Public,NH,Hybrid,5059.0,115,43.7594781,-71.6882664
Point Loma Nazarene U.,Private,CA,Hybrid,4592.0,905,32.7179855,-117.2502586
Point Park U.,Private,PA,Hybrid,4099.0,673,40.4381621,-80.0015416
Point U.,Private,GA,Primarily in person,2248.0,3109,35.967936,-80.042315
Polk State College,Public,FL,Primarily online,10591.0,1943,28.0327996,-81.71406549999999
Polytechnic U. of Puerto Rico at Miami,Private,FL,Other,162.0,4518,18.4223343,-66.0559139
Polytechnic U. of Puerto Rico at Orlando (Fla.),Private,FL,Other,214.0,2248,28.5515773,-81.2540823
Pomona College,Private,CA,Fully online,1573.0,1903,34.0973098,-117.7130839
Pontifical College Josephinum,Private,OH,TBD,150.0,1341,40.1200757,-83.0185385
Porterville College,Public,CA,Primarily online,4285.0,2053,36.0491632,-119.0143883
Portland Community College,Public,OR,TBD,27046.0,557,45.4386789,-122.7314233
Portland State U.,Public,OR,Primarily online,25711.0,557,45.5111471,-122.6834235
Potomac State College of West Virginia U.,Public,WV,Primarily in person,1340.0,403,39.4382215,-78.9816309
Prairie State College,Public,IL,Fully online,3946.0,2043,41.5255653,-87.63860989999999
Prairie View A&M U.,Public,TX,Primarily in person,9516.0,798,30.0939175,-95.98989639999999
Pratt Community College,Public,KS,TBD,1234.0,344,37.654772,-98.7142932
Pratt Institute,Private,NY,Primarily in person,5015.0,2406,40.6913844,-73.9629858
Presbyterian College,Private,SC,TBD,1330.0,1826,34.465182,-81.87755899999999
Presbyterian Theological Seminary in America,Private,CA,Other,196.0,1903,33.8885105,-118.0469343
Prescott College,Private,AZ,Primarily in person,827.0,809,34.5463872,-112.4762271
Presentation College,Private,SD,Fully in person,700.0,1048,45.4831267,-98.4909356
Prince George's Community College,Public,MD,TBD,11885.0,2510,38.8870718,-76.8269617
Princeton U.,Private,NJ,Primarily online,8374.0,2181,40.3430942,-74.65507389999999
Providence Christian College,Private,CA,TBD,171.0,1903,34.1493909,-118.1407732
Providence College,Private,RI,Primarily online,4674.0,2293,41.8440925,-71.4381653
Pueblo Community College,Public,CO,Hybrid,6197.0,372,38.2632924,-104.6361734
Purdue U. at West Lafayette,Public,IN,Primarily in person,44474.0,578,40.4237054,-86.92119459999999
Purdue U. Fort Wayne,Public,IN,Hybrid,10139.0,976,41.1173345,-85.1077816
Purdue U. Northwest,Public,IN,Hybrid,10473.0,1459,41.5808528,-87.4735602
Queens U. of Charlotte,Private,NC,Fully online,2536.0,1979,35.1888373,-80.832967
Quincy College,Public,MA,Primarily online,3500.0,1481,42.252174,-71.0034508
Quincy U.,Private,IL,TBD,1086.0,638,39.9405844,-91.38543870000001
Quinebaug Valley Community College,Public,CT,TBD,1335.0,595,41.8261979,-71.8902464
Quinnipiac U.,Private,CT,Primarily in person,10207.0,1518,41.4189262,-72.89364929999999
Quinsigamond Community College,Public,MA,Primarily online,7263.0,1631,42.3146459,-71.7936924
Rabbi Jacob Joseph School,Private,NJ,Other,57.0,2143,40.5009857,-74.39797010000001
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Private,NY,Other,312.0,2406,40.6187519,-73.9638444
Rabbinical College Beth Shraga,Private,NY,Other,47.0,4289,41.1142717,-74.072644
Rabbinical College of America,Private,NJ,Other,230.0,1448,40.8059143,-74.4987309
Rabbinical College of Telshe,Private,OH,Other,60.0,450,41.5934978,-81.48350599999999
Rabbinical College Ohr Shimon Yisroel,Private,NY,Other,218.0,2406,40.7044141,-73.95690760000001
Rabbinical College Ohr Yisroel,Private,NY,Other,122.0,2406,40.629764,-73.8965119
Rabbinical Seminary of America,Private,NY,Other,472.0,2963,40.7230084,-73.8170636
Radford U.,Public,VA,Primarily online,9335.0,148,37.1395334,-80.5511003
Rainy River Community College,Public,MN,Hybrid,236.0,577,48.590065,-93.430906
Ramapo College of New Jersey,Public,NJ,TBD,6174.0,2207,41.0819323,-74.1758157
Randall U.,Private,OK,TBD,317.0,977,35.300769,-97.491047
Randolph College,Private,VA,Fully online,626.0,573,37.4371805,-79.17204819999999
Randolph Community College,Public,NC,TBD,2784.0,1437,35.6728488,-79.8269605
Randolph-Macon College,Private,VA,Hybrid,1488.0,565,37.7603794,-77.4783518
Ranger College,Public,TX,Hybrid,2414.0,279,32.4586221,-98.68237549999999
Ranken Technical College,Private,MO,TBD,1698.0,1462,38.6531744,-90.2485332
Rappahannock Community College,Public,VA,Primarily online,3082.0,390,37.956921,-76.762236
Raritan Valley Community College,Public,NJ,Primarily online,7887.0,1572,40.6097416,-74.6890184
Reading Area Community College,Public,PA,Primarily online,4199.0,1246,40.3315963,-75.936798
Red Lake Nation College,Public,MN,Hybrid,143.0,414,47.88000479999999,-95.0097198
Red Rocks Community College,Public,CO,Primarily online,7384.0,693,39.7202523,-105.149974
Redlands Community College,Public,OK,TBD,1929.0,789,35.5197225,-97.9742825
Reed College,Private,OR,Hybrid,1503.0,557,45.4810848,-122.6308086
Reedley College,Public,CA,Primarily online,11189.0,1542,36.6070246,-119.46015
Regent U.,Private,VA,Primarily in person,9889.0,955,36.7993593,-76.1925395
Regis College,Private,MA,Other,2757.0,1623,42.351136,-71.30797249999999
Regis U.,Private,CO,Hybrid,7907.0,1410,39.7896543,-105.0301253
Reid State Technical College,Public,AL,Primarily online,396.0,3077,31.0059794,-87.49602540000001
